full_name,a,e,i,om,w,ma
       (2006 TA8),2.917313628,0.686275439,21.59768035,208.0173571,218.0229655,353.9212596
       (2006 UO),2.822532935,0.667601147,2.291832555,25.65005544,78.15755971,340.6084889
       (2006 UF17),2.478056659,0.811270352,3.725722364,47.62673287,235.7930194,239.6373186
       (2006 UQ17),1.623745619,0.380780227,1.742959398,82.10365238,10.37069627,271.8343743
       (2006 VG13),0.817643398,0.30348936,5.860555446,96.56459344,115.2319272,228.3272472
       (2006 VT13),2.583020276,0.624667154,2.111016952,321.6108587,43.94717038,153.0085591
       (2006 WT1),2.470450816,0.601108682,13.69110528,244.8852726,170.5666795,223.6723624
       (2006 WJ3),1.751638639,0.423831042,15.35955183,232.5689201,178.5326574,25.39146612
       (2007 AC2),2.415796523,0.743587472,9.513752992,294.4651711,91.05747747,266.0438164
       (2007 AV2),1.437978824,0.473876437,12.31044587,285.9061053,293.323668,336.8976866
       (2007 AB12),2.300299289,0.721339534,7.806223346,65.42586995,283.0750723,4.636368915
       (2007 BD7),1.561530933,0.49798416,4.843713852,343.7958897,219.7008866,331.9730704
       (2007 BJ29),2.184801512,0.82557561,11.08028728,242.0451499,119.490795,124.9599519
       (2007 CS26),2.331092548,0.567972505,21.94615888,143.6908092,24.08207466,314.9669799
       (2007 DY40),1.718268339,0.592715096,5.889847189,160.2112379,115.01459,2.766604489
       (2007 DL41),1.457250803,0.476432255,4.67221027,150.7386941,140.2167145,221.6591306
       (2007 DS84),1.86605915,0.446783359,8.91303419,30.61108174,172.7912842,131.4148682
       (2007 DT103),2.205512587,0.575477201,5.455992493,137.0044089,134.1575328,38.17411944
       (2007 EF),0.820303148,0.410065752,21.73535177,158.3527762,226.0245788,291.2830144
       (2007 ED125),1.922534695,0.585702321,3.770156379,173.3586008,290.3909349,76.66261561
       (2007 FF1),1.519640886,0.482273534,8.222991899,21.60088356,234.6167223,88.5166147
       (2007 FT3),1.129600012,0.307751437,26.86573107,9.892196653,277.1896529,297.9457653
       (2007 GQ3),1.805324993,0.44999647,10.18950185,34.5090324,209.66025,214.6309943
       (2007 HA),0.89254793,0.4702655,32.98499734,205.7957095,133.1573685,353.8290728
       (2007 HE15),2.144657168,0.540529408,9.544251756,297.7245449,342.3046081,103.1840355
       (2007 JY2),2.19753624,0.686232514,1.611475681,223.4786986,107.5673422,41.03530397
       (2007 JH22),2.182285285,0.606456476,5.568315822,150.8924394,22.79349547,93.03670451
       (2007 KG7),1.778888213,0.866822914,4.737025168,66.28400777,318.2889911,333.001571
       (2007 LU19),2.368995515,0.621626831,2.603706575,63.80736654,142.76252,266.3968869
       (2007 PR25),1.96226097,0.847902294,3.496263377,154.9629895,291.3513149,343.4901752
       (2007 PV27),1.273294822,0.370807354,24.60333795,324.4440693,107.6674332,33.04685747
       (2007 PF28),2.135874766,0.802771224,5.88128159,179.4546799,261.9812048,75.85078084
       (2007 RF2),1.73116341,0.66396719,6.060366236,11.95334158,83.60865355,271.0446602
       (2007 RU9),1.919054921,0.629358298,5.656624233,163.892222,286.5643767,325.7866653
       (2007 RV9),1.94082487,0.566053697,6.407246445,340.3739253,116.8909233,283.0666326
       (2007 RU17),2.039305326,0.828610317,9.105154766,17.14326921,130.1268003,157.2399665
       (2007 SQ6),1.043082869,0.145619969,9.101342807,191.3955222,283.7979588,49.23940459
       (2007 SR11),2.678065774,0.649828775,1.47144925,218.5467983,99.41318426,11.04286905
       (2007 TH1),1.361658444,0.417786176,20.10664064,13.70037799,282.3809794,146.9151823
       (2007 TS19),1.083853734,0.500439895,15.62998368,24.17133743,118.0227436,181.3595889
       (2007 TL23),1.134647215,0.736451248,2.124428438,136.7386605,101.9621174,14.99320438
       (2007 TR24),1.873632972,0.669459397,3.57246636,87.15719782,36.9503648,22.71405538
       (2007 TU24),2.043237119,0.534280891,5.625889515,126.9965844,334.288927,155.6946052
       (2007 UL12),1.964481856,0.805761663,4.187518133,67.07419982,95.6590326,257.3163946
       (2007 UR51),1.643482049,0.690576835,7.25973604,208.5940553,72.69733869,30.62270942
       (2007 VG),1.957733437,0.665124952,51.16181879,33.38333146,261.6141102,308.928048
       (2007 VN3),2.242903713,0.577426481,15.61809349,21.92634647,320.2489861,338.2511015
       (2007 VT6),1.948996225,0.644913046,7.392260275,213.3312479,294.2006951,264.7595416
       (2007 VD12),1.146049533,0.364861435,22.85632736,62.70492286,91.27274181,183.1588217
       (2007 VZ137),1.704220855,0.585605546,5.218000293,226.3782749,63.75156688,4.965673679
       (2007 VM184),1.182182935,0.523220279,23.27523069,65.76138895,110.1445431,4.731075377
       (2007 VP243),2.258428813,0.582201163,5.646086828,13.94226711,312.1021226,334.1834686
       (2007 XN),2.216653519,0.569667837,24.73543191,256.5235177,215.4752575,332.1824563
       (2007 XY9),2.048618953,0.619389494,3.34053043,234.0191523,127.2455583,175.0269902
       (2007 XD10),2.153040261,0.666332319,18.51668911,270.1249764,80.20943107,66.70339967
       (2007 XK11),2.768522369,0.62160747,3.439115275,167.4912062,197.0362101,309.4207061
       (2007 YB2),3.083586298,0.690653741,16.49513376,330.6345132,213.8328025,128.699757
       (2008 AX1),1.546647251,0.475919308,12.91165326,263.2594612,126.4605296,290.6942383
       (2008 AZ30),1.332791845,0.653775802,2.340217755,326.6368005,25.85296559,181.2828483
       (2008 AH33),2.104184116,0.547686555,36.76812317,335.8764671,176.9066105,80.86678829
       (2008 AK33),2.218970053,0.720033193,34.09388664,283.6001566,88.62298906,345.0086684
       (2008 BD15),1.07872936,0.139882276,32.17096663,130.3400692,113.6256399,79.87873355
       (2008 CH),2.334021564,0.688408816,22.13072953,133.3708229,294.5491941,233.5318606
       (2008 CS1),1.230624609,0.372388931,29.85287918,134.1211785,95.00620676,108.9807807
       (2008 CC6),1.261482911,0.773915709,9.139174201,146.9503833,136.4179245,320.5760186
       (2008 CL116),3.082853918,0.743541702,18.74913017,126.4395768,113.304582,120.8688411
       (2008 DD),1.942705991,0.463830584,15.34929144,355.5156393,186.752601,256.5524709
       (2008 DJ),1.983139923,0.602959671,5.054561881,319.0965494,117.9823791,231.1192639
       (2008 EE5),0.944762433,0.071532521,44.81136058,321.269929,20.03638122,120.0554124
       (2008 EM7),1.238044382,0.243243281,33.1335583,347.7784138,42.74500563,211.496154
       (2008 EU68),1.481154309,0.647004495,3.040800358,229.4248838,171.5546759,47.48574467
       (2008 FW5),2.137769371,0.545299434,13.47611521,160.702955,359.6327457,33.89001302
       (2008 FW6),2.26271628,0.637796902,6.473977887,79.96243565,34.80961619,276.0800279
       (2008 HH),1.36604672,0.355640737,16.31879482,196.6640196,116.0152628,278.1435076
       (2008 HB38),1.853969213,0.492627622,1.0213089,102.6911525,209.5110858,326.2149357
       (2008 JG),1.052025015,0.296014338,7.907046173,128.8256624,242.3116738,125.0273721
       (2008 JW2),2.437121287,0.636920824,8.858712344,35.50826967,142.2491344,122.4495735
       (2008 KV2),0.849827193,0.412073479,5.037342136,66.87187636,347.781705,218.8463159
       (2008 KE6),1.694657785,0.522416067,3.432922289,113.841773,224.042684,334.4081295
       (2008 LW16),1.066172162,0.103499243,29.689078,97.98202934,347.9467836,319.7659597
       (2008 MP1),1.890231489,0.564905013,3.784386749,105.5143673,243.3588286,339.9646077
       (2008 NO3),2.789356864,0.673008639,11.66235459,36.41158303,206.7507813,246.2769165
       (2008 NQ3),2.451030064,0.58176492,27.17291589,109.3887373,155.301557,9.763926462
       (2008 OO),2.106668747,0.700493118,5.487390351,306.1172852,253.5366791,44.08683188
       (2008 OX1),1.206229744,0.277526989,29.73827042,304.8409367,281.3287709,176.5485891
       (2008 OS7),1.908416193,0.644423382,7.037352554,137.0943162,73.1303835,276.2666386
       (2008 OP8),2.209105847,0.675494973,5.214161842,186.1487229,37.51382845,299.6594309
       (2008 ON13),2.215189962,0.815622849,5.890651903,143.9080264,46.70886227,298.156027
       (2008 PF1),1.359857402,0.494474728,2.755016039,129.5690199,284.216483,245.520372
       (2008 PJ9),2.549050546,0.660981711,4.770341148,115.3048657,135.0923734,26.81420218
       (2008 QS11),1.861039468,0.482577205,12.4856147,11.51759443,30.70484827,281.1728145
       (2008 RV),2.269375237,0.564018526,2.281077312,119.9119111,192.353373,219.8067562
       (2008 RM98),2.553372699,0.64336381,1.895370721,284.72787,166.9517949,325.6477318
       (2008 SC),1.091336717,0.701774376,16.81247424,6.87361472,122.5316732,313.4761456
       (2008 SR1),2.37220306,0.650416378,16.88054647,178.02674,116.8086467,135.5953766
       (2008 SV11),2.61231531,0.725576033,8.334332298,14.87017918,103.6859363,285.329762
       (2008 SH82),2.436281128,0.594949001,4.629226312,268.6059903,158.1559046,54.53760879
       (2008 SJ82),2.380092392,0.577438085,9.690049331,135.1593979,218.3350465,123.262668
       (2008 SY148),1.252285106,0.194675834,28.83760457,187.2923274,164.3664051,12.64763015
       (2008 TD2),1.530273634,0.334285834,4.015890285,16.00498575,315.9687185,185.4331598
       (2008 TC4),0.780366615,0.554420857,10.64765959,212.6023939,324.2770402,119.1330638
       (2008 UU1),1.607438968,0.750597728,12.08996608,157.1839799,118.9893465,10.4977894
       (2008 UE7),1.648692177,0.448340781,3.948931273,81.16979354,48.76584156,225.7547395
       (2008 UW91),1.146441741,0.571628448,7.31853487,248.0660745,282.7758188,241.3809836
       (2008 VL14),2.213450488,0.818121298,1.951982128,40.02023454,243.8015973,24.22557958
       (2008 WK61),1.658452653,0.41946096,17.15291987,253.5018596,212.4786325,346.3328144
       (2008 WZ94),1.521860176,0.773526802,6.525090007,248.8957734,320.9693653,104.2316691
       (2008 XN),2.16464227,0.589234732,5.312844492,97.92902492,63.49983076,252.8926785
       (2008 XB1),1.332520009,0.37276859,12.6841738,270.3504139,84.04731101,332.2198257
       (2008 XA2),2.385116193,0.612585986,2.926140368,39.67383186,334.4615488,110.4421385
       (2008 XQ2),2.199133901,0.552547321,14.52879657,34.58260588,355.0274138,264.4633157
       (2008 XW2),1.064924264,0.44389419,26.45631654,71.77548893,259.8569184,36.97460991
       (2008 YF),1.628022284,0.438000329,21.98000431,86.9589497,321.1209591,294.557889
       (2008 YS27),1.467847914,0.317374232,4.87555213,91.0695447,13.22097202,264.3088278
       (2009 AL),2.493153791,0.663951612,3.931098987,223.9723082,313.9144807,357.0881147
       (2009 AC16),1.533368815,0.540787454,18.48705851,106.8697791,99.72602696,327.8303812
       (2009 AE16),1.789030909,0.736829417,46.14557015,309.8302019,280.4589437,331.2698721
       (2009 BE58),0.936986371,0.559615821,1.864225082,149.5212354,120.9473081,321.500686
       (2009 BD81),2.592624513,0.639397935,12.46423358,344.3789597,190.5354925,352.5823358
       (2009 BE81),1.52255678,0.349639626,18.80147346,118.0155963,333.4779581,129.9796301
       (2009 CS),2.007606751,0.595164695,3.206688554,250.0453912,170.8598131,82.96004551
       (2009 CC3),2.199889887,0.537447738,11.37455622,194.924468,15.41821829,210.8207422
       (2009 DR3),1.976299671,0.560658833,4.08136629,344.677759,237.5354737,72.3850026
       (2009 DS10),2.210617912,0.587664642,7.509741819,313.0953349,123.4175473,229.785336
       (2009 DH39),1.849020939,0.599521968,53.70673075,155.4354055,68.25924266,229.5415249
       (2009 DZ42),2.445620257,0.583579634,13.11465444,295.139547,183.4706183,35.88860112
       (2009 DM45),1.172285866,0.367331898,26.69317477,336.3358962,90.90283432,157.1616454
       (2009 DL46),1.460915581,0.307151293,7.915753497,63.40332192,160.2918801,220.5709221
       (2009 EP2),0.926985928,0.356278219,27.70298864,175.1685136,129.8319881,329.3743612
       (2009 FE),2.535945036,0.609981662,1.905724273,39.80037698,201.0988829,314.8965579
       (2009 FF),1.473837926,0.468212523,0.982971458,265.888547,11.03499777,154.7729822
       (2009 FU4),2.379630663,0.616601024,12.91417778,42.12531671,233.1123676,37.03666879
       (2009 FY4),1.012556184,0.327328542,20.98156914,162.6212366,244.6619775,293.8531382
       (2009 FU23),0.836953357,0.282204817,13.9046044,57.78400307,315.2418716,279.2928721
       (2009 HV2),1.641148459,0.499242682,6.726665002,37.99088595,261.0197857,159.4367281
       (2009 HA21),1.460666875,0.728938159,6.405502595,205.4160328,219.8947092,277.9784652
       (2009 HD21),2.771934974,0.688162151,18.64197252,179.2359075,134.2529869,164.3062661
       (2009 HV58),1.983333277,0.583945291,46.99387182,69.75851393,50.92545181,95.19844934
       (2009 JR),1.730104747,0.489229189,8.396970984,225.5330671,294.9858502,59.47435612
       (2009 KK),1.502191069,0.455342566,18.21612036,68.14678222,247.3074302,66.00377589
       (2009 KD3),2.170583112,0.676057848,7.935282661,39.29496503,116.2306443,17.87073636
       (2009 KE3),2.670771724,0.702877422,5.855586616,13.79579627,319.8779244,224.9143481
       (2009 KK8),2.401061801,0.594819492,2.27405433,120.5108475,194.0657777,27.26232607
       (2009 LQ),1.537444764,0.591029157,5.341205465,114.6363438,243.9467292,329.6570156
       (2009 LW2),1.205699285,0.2594927,33.15145305,101.1186349,41.07276788,359.3384447
       (2009 OF),2.352928343,0.599005443,9.374963628,126.8995179,217.9944078,45.19599085
       (2009 QJ9),2.718959488,0.62055165,19.27445293,157.7720187,202.1754902,177.73474
       (2009 RV1),2.695472263,0.637514098,1.895332487,2.010282048,56.44779454,183.1354991
       (2009 RZ3),2.209910173,0.675279724,52.65824979,344.7198016,114.2323853,121.9022614
       (2009 SB),2.209682832,0.803919525,5.44343416,217.1529545,269.7158739,124.2007952
       (2009 SN),1.428396557,0.322119176,26.48185759,344.6608893,37.73899366,345.7316624
       (2009 SW17),2.013633264,0.597877414,8.401777307,42.44145838,42.18911376,313.8592918
       (2009 SG18),3.040187701,0.673385418,57.84507455,177.4280872,204.5538927,34.6345696
       (2009 ST19),2.360534705,0.595075247,6.729556988,0.172398047,336.8536806,39.31545068
       (2009 TK12),1.695615125,0.585310938,3.837757442,245.6734778,245.3693704,344.5432897
       (2009 UQ),1.785244704,0.534734544,14.50564494,8.718829358,306.0230622,266.0711332
       (2009 UY17),0.818521034,0.316095003,42.04873457,202.0965382,30.56063342,139.1701013
       (2009 VW),1.43965526,0.562516084,7.158258186,54.42729867,256.0722944,187.8505364
       (2009 VZ),1.412593702,0.325306504,12.30500063,233.683204,221.4705916,198.4866581
       (2009 VA26),1.51291505,0.383569624,38.94675011,230.728712,307.4433689,261.7121397
       (2009 VQ44),1.343928778,0.726404748,29.78671742,46.7811735,237.917493,35.94106221
       (2009 WJ1),2.461735282,0.678714885,0.622202847,276.6554066,195.0378477,294.7347945
       (2009 XV),2.565943623,0.68762616,3.340805788,44.50516112,327.105426,254.0636979
       (2009 XT6),2.18057473,0.767840621,5.740088105,265.0028576,81.89023339,166.8839436
       (2010 AF30),1.324840756,0.371544445,3.058644679,62.42946127,162.7979806,346.3848914
       (2010 BK2),0.903837095,0.447856138,6.045664481,278.0557589,72.62677604,328.3505958
       (2010 CN44),2.855049177,0.675635004,3.844065241,189.4748059,303.2491364,88.90810723
       (2010 DO),1.612537766,0.745823658,11.93757407,154.4598412,116.8065357,78.01081992
       (2010 EF44),2.1866664,0.888096077,38.02881457,173.7144402,235.0849276,132.4330385
       (2010 EK44),2.833996723,0.773016703,11.25809213,180.7114512,107.678385,70.21417478
       (2010 EC46),1.544527856,0.403490817,49.36530927,350.3299843,323.0646371,257.7327308
       (2010 FQ),1.526848879,0.356589969,10.55778492,140.447181,359.4910518,265.0737405
       (2010 FF10),2.379569957,0.631739407,5.077850238,166.1448344,105.3420099,312.8146515
       (2010 FC81),2.676437247,0.623197351,1.68254558,144.3158824,63.67357612,155.371104
       (2010 GS7),2.69010091,0.660128282,9.13051539,190.8901982,56.97191347,136.577005
       (2010 GT7),2.721703401,0.687711454,8.949196257,73.51775969,60.26822819,151.2071509
       (2010 GU21),2.179681488,0.563374042,3.189421357,57.20351637,201.0104626,99.49895601
       (2010 JG),1.190217289,0.319759013,23.30844732,49.74051425,291.9991157,342.9284519
       (2010 JK33),2.231802839,0.610264295,4.041198559,28.60050914,289.798211,40.79790018
       (2010 JV34),1.722925948,0.544169472,7.209715091,225.3495739,86.99427765,221.2838918
       (2010 JJ41),1.070927718,0.67045548,3.252262642,50.3695032,29.14675104,70.38137685
       (2010 JN71),2.383957938,0.588724683,17.71733602,62.44132244,185.6105116,310.4906053
       (2010 JE88),2.112074865,0.764214482,10.72822764,225.6588213,259.1114111,181.5852253
       (2010 KQ10),2.374862083,0.666904475,6.679193662,244.9715322,286.5515831,337.2853321
       (2010 KR10),2.169026744,0.586349303,1.046423007,94.44937424,233.0170464,93.19570941
       (2010 KB61),1.274859663,0.233738647,44.59826871,55.94655739,234.9650161,76.90068828
       (2010 KD149),0.888645673,0.211757765,14.23533764,324.4466554,131.018883,122.8557137
       (2010 LK34),1.830866369,0.807264796,5.325183643,130.122768,249.2590028,67.41758742
       (2010 LZ63),1.923488205,0.76545499,13.95341479,307.7241705,78.72708298,338.1413229
       (2010 MU112),1.756043786,0.539924904,48.03462699,261.1255984,119.1892226,152.2919149
       (2010 ON101),1.629067437,0.409012316,9.306550425,251.5978765,8.11638553,14.07342867
       (2010 PK9),0.682096825,0.675891673,12.59389022,306.5381323,195.6207147,284.9354426
       (2010 RA147),2.157824165,0.655893599,5.816723296,8.289670162,116.7163282,46.29223651
       (2010 RF181),2.211258876,0.54466774,6.221199663,51.07293819,2.447225657,25.08781909
       (2010 SC41),1.864141507,0.608092826,0.248081135,236.6573223,266.4453071,320.8771072
       (2010 TP54),2.390940731,0.595833155,3.468722909,351.611993,67.14598055,260.3382941
       (2010 TP55),2.347645868,0.67012065,3.327723801,232.825099,69.5373674,321.420448
       (2010 TS149),1.497986246,0.390247646,3.425884633,128.1340604,13.25726505,112.0113455
       (2010 TU149),2.201778138,0.828202454,1.971434735,59.72078481,91.69750415,24.10938373
       (2010 TV149),1.699395897,0.518778128,9.799376773,78.67958591,42.77148794,173.2553526
       (2010 TX168),1.483301715,0.523585277,26.01294084,32.9595322,101.5126033,180.902016
       (2010 UY6),2.651866445,0.616103592,19.86688346,9.025391644,20.34723044,125.0901786
       (2010 UG7),2.236688738,0.773963091,15.99575479,25.9052515,102.0104264,356.1034635
       (2010 UQ7),2.454303453,0.678745066,4.51284574,236.8763926,76.53265367,244.6302564
       (2010 US7),1.962542485,0.638016857,55.17875294,240.870024,247.9553796,227.2141855
       (2010 UK8),2.184759287,0.700372353,1.868155936,11.53512389,135.4145926,21.8622731
       (2010 VZ),2.444650373,0.592225105,8.463499951,181.9494706,215.6021341,226.7993218
       (2010 VG1),1.697990764,0.531804652,12.36054491,353.8847915,100.4749481,182.9756771
       (2010 VT11),1.75442043,0.611397915,2.478704978,249.4290854,65.69078977,148.1542124
       (2010 VD72),0.918392046,0.181194174,19.19327251,224.0869316,310.214619,60.3059581
       (2010 WV8),2.126955678,0.672173827,8.436759614,55.16478055,288.0567091,103.1252338
       (2010 WZ8),1.973873442,0.502854298,3.704191046,284.3037255,200.3548885,208.5993358
       (2010 XC15),0.734970089,0.416646647,8.384759581,94.47448976,157.6589817,151.7045846
       (2010 XB24),1.286165115,0.439160741,5.533101071,263.3572952,285.8244982,252.107358
       (2010 XC25),1.743536188,0.528123938,2.976510851,304.0056045,237.1838581,95.13465358
       (2010 XA68),1.157429982,0.30138906,59.2739927,74.33438287,107.4650262,300.8959034
       (2010 XP69),1.523051336,0.342666076,14.59252183,199.8575864,197.3122172,133.7350196
       (2010 YB),1.82225806,0.494221194,3.603429796,314.5052474,94.48164881,36.60325959
       (2011 AM24),1.178674984,0.149981389,9.133775196,127.2064988,214.832696,38.44430337
       (2011 AT26),2.420066416,0.700228077,1.719170108,245.4007841,122.6268009,23.94642281
       (2011 BX10),2.815154543,0.644485267,9.758377834,79.10247389,348.6470073,34.07224613
       (2011 BY18),2.264517567,0.783301023,3.645161799,135.2395464,240.0646787,337.3450903
       (2011 BE38),2.62644366,0.71177734,8.165171576,321.3464466,302.653024,88.41534246
       (2011 BM45),1.921235801,0.803310801,5.325807673,302.2860723,63.15379109,283.2016622
       (2011 BO59),1.830150679,0.463860932,4.748743148,343.5576014,221.3162655,327.4105073
       (2011 BT59),2.470760126,0.947406199,3.571678344,39.25441812,302.8273825,16.2339516
       (2011 CG2),1.177245645,0.158411614,2.757136733,293.2091291,283.8550864,195.735542
       (2011 CT4),1.725647534,0.718463156,2.647711744,304.8324493,69.57645083,167.453489
       (2011 CC22),1.122620121,0.115373062,34.82547414,130.3229258,171.2669663,306.2767063
       (2011 CY46),2.149533673,0.611434316,11.55442025,11.09257586,221.212465,22.04258056
       (2011 CB50),2.832692552,0.63752566,12.24461334,339.89028,165.3961766,26.54384815
       (2011 DV),0.956798022,0.049865003,10.59308798,35.13222066,350.6458314,306.9980374
       (2011 DS9),2.619935372,0.643132978,3.698164897,93.33944357,146.296381,94.14964493
       (2011 EL11),1.995499935,0.690096885,3.911264353,313.7909267,82.14838873,211.7436585
       (2011 EF17),2.345125026,0.743119635,4.21555061,3.892951104,282.3925966,221.6578862
       (2011 EG17),1.380022362,0.418613278,20.10773375,170.1168413,241.5636297,79.39869041
       (2011 EO40),1.653730052,0.540159539,3.359216798,50.26840651,17.14598344,251.8172573
       (2011 EL51),1.190691128,0.568261585,10.97000509,198.6215152,94.68884995,304.5109099
       (2011 EO51),1.565265101,0.785872309,6.748415768,175.094866,227.4141821,24.92424385
       (2011 GA),1.802843909,0.591419511,9.831104978,200.3935765,109.7770559,318.3289445
       (2011 GM44),0.781648246,0.518973455,49.33074057,10.82939642,37.52394891,111.5867585
       (2011 GS60),3.357669191,0.922622757,19.28538656,137.578425,307.5172512,214.484217
       (2011 JA),1.185034253,0.287606963,41.61183255,215.0188678,286.1772643,216.7406527
       (2011 JD1),1.111671515,0.357639348,21.95089562,34.30788254,85.6296414,60.01714791
       (2011 JR13),1.299092996,0.725705278,24.68683045,235.1085099,129.5459436,125.7408104
       (2011 KE),2.206567472,0.954547517,5.879893148,205.0004175,188.559052,318.3861759
       (2011 KU15),1.954224306,0.876101179,4.400494671,214.503454,166.8485891,337.4748566
       (2011 KO17),2.401712517,0.575295937,4.036383852,256.5327783,308.7210919,214.6812864
       (2011 LA19),2.911984989,0.652004113,19.22154885,97.96309726,202.7562144,313.7928768
       (2011 LC19),3.200039929,0.731971896,10.49149117,219.4360783,139.1183463,218.2120721
       (2011 LJ19),2.621130419,0.621193508,1.538719586,296.5227697,30.35212177,70.07450718
       (2011 MU),1.349974464,0.664968747,7.295616881,100.0211397,281.8758089,338.8804276
       (2011 OA),2.159253359,0.519654533,9.15055699,280.8856535,28.13471718,345.448288
       (2011 OB),0.904003799,0.524122208,27.74532893,106.2519674,48.88608928,60.55458286
       (2011 OR15),1.655513706,0.442947183,5.013046732,146.0979952,251.0902448,111.8636811
       (2011 OV18),1.630437707,0.43905093,16.93482581,271.3192547,148.9714399,125.3810534
       (2011 PS),1.806399863,0.514889857,3.73260229,19.09400007,26.82819357,277.0725167
       (2011 PO1),2.517572382,0.634244925,5.737217568,210.6485231,166.7306327,113.1428098
       (2011 SO32),1.724627563,0.476812595,9.910361202,198.7653982,243.6042305,358.4742352
       (2011 SM68),1.395918285,0.664303512,19.22952515,24.08973405,109.1413013,167.4842137
       (2011 TK),2.461459367,0.646645365,7.781546242,328.3677761,122.2124247,121.4268078
       (2011 TC4),1.491337542,0.720137136,3.125461758,200.872638,309.1510196,326.8068759
       (2011 TX8),0.909459774,0.708459353,5.973792259,207.8975752,313.2938722,136.172145
       (2011 TN9),1.898952196,0.451066523,4.103391721,199.1604799,163.0811853,187.8637204
       (2011 UG20),1.124214101,0.68683717,18.97953907,205.7488981,305.0181933,197.4094024
       (2011 UH20),1.230825301,0.336044309,35.77461426,21.61912468,257.1828135,314.5906626
       (2011 UT20),1.190599853,0.440855205,6.561099772,271.3996723,246.3878054,290.0288613
       (2011 UV63),1.192581191,0.133827076,9.787038424,13.67244975,189.837814,193.7104108
       (2011 UE305),2.422492109,0.670734293,4.719791471,303.7109257,52.89600817,162.4330255
       (2011 VU5),2.19896953,0.556179304,30.46360233,44.03902956,24.96645023,282.9508437
       (2011 WL2),1.077687117,0.283419046,14.13096964,212.9249577,88.83724755,122.37053
       (2011 WN15),1.216781068,0.857987001,33.44541698,75.5733818,218.5514731,301.4042277
       (2011 WN46),1.145901836,0.414615783,26.57768127,43.10870728,104.1086815,312.0840982
       (2011 WR46),2.468882762,0.894568312,4.869449642,240.7287639,323.3662249,347.4545646
       (2011 XA3),1.466684879,0.925935612,28.02248531,273.4521629,323.9160894,1.51335828
       (2011 YE6),2.809575576,0.730114826,3.059686521,182.1149535,348.1520134,314.3537287
       (2011 YG6),1.164455262,0.298817496,28.05741279,92.83577274,267.3181718,113.4087128
       (2011 YH28),2.625892989,0.711860462,8.624099956,285.4915761,287.3978483,20.49062797
       (2011 YJ28),1.059786753,0.092534382,27.07207823,290.1105718,306.0240185,315.4760422
       (2011 YV62),1.636458162,0.599835502,7.787016258,243.8799239,85.29721285,152.7176322
       (2012 AD3),2.195459019,0.606163939,5.219232019,149.7855605,216.1221869,303.7334554
       (2012 AA11),1.978189226,0.484341357,6.407277084,21.26852828,145.7416476,54.01665317
       (2012 BS23),1.935711221,0.579036104,5.391547609,317.7462008,258.927475,78.49107051
       (2012 BT23),1.975338513,0.600185333,9.103299878,182.298944,43.30787438,42.3801796
       (2012 BU61),2.5273389,0.776759323,5.226329634,296.3261063,73.89263969,95.61765145
       (2012 BJ86),1.981524124,0.636894614,1.340123563,301.9657838,99.8992504,84.24716697
       (2012 BM86),2.150029337,0.633151654,11.39521434,164.1431999,56.35223917,273.9989337
       (2012 BB124),1.154887448,0.211025947,15.7893469,137.6901178,122.7569965,81.4599008
       (2012 CA21),2.653391405,0.658719108,28.85064017,128.1155953,35.58457815,9.152009701
       (2012 CA55),1.801485676,0.47867253,8.64085443,175.931185,41.39547959,208.1301741
       (2012 DE31),1.150215489,0.372743783,29.69011442,141.6441069,262.1986511,118.1089675
       (2012 DK31),0.694012285,0.576579999,11.14942862,165.2053121,149.2251296,321.6873986
       (2012 DX75),2.359355666,0.573711947,14.82623598,13.56984539,211.8831297,137.6811514
       (2012 FQ1),2.605063191,0.616209515,5.172943934,98.27250363,169.3393884,356.7188537
       (2012 FR1),2.1802866,0.709746912,13.28758674,354.6118776,87.16347257,287.9359899
       (2012 FG58),2.148519088,0.546147182,13.51025295,32.84439933,220.5456161,259.65792
       (2012 FO62),2.013570241,0.516994721,3.983601576,258.521771,212.789543,48.63021438
       (2012 GV17),1.641517051,0.459209544,11.04186114,6.776241679,311.8115227,338.8284584
       (2012 HJ1),2.002427781,0.606832283,31.29534566,44.66144038,291.2034839,333.4736969
       (2012 HG8),2.45744996,0.728473915,25.6002251,214.6603713,256.7313644,106.6514358
       (2012 HG31),2.173066561,0.532453472,10.24171342,148.2792356,173.0918861,215.4027083
       (2012 HZ33),1.19743666,0.21027767,23.87586193,54.91534003,231.5728508,158.1628703
       (2012 JS11),2.822922164,0.674142836,9.53351815,208.0251005,124.1039632,264.8394651
       (2012 KA4),1.100258085,0.779978652,5.803920096,214.9323411,237.4704921,198.3319063
       (2012 KC6),1.240715586,0.246367884,11.31943032,195.3865096,337.9717833,116.3053866
       (2012 KU12),1.638251472,0.489074164,8.62737735,53.17177498,74.21899289,85.86767116
       (2012 LR1),1.336579375,0.381485808,42.32156642,83.11070706,66.56963933,248.3550531
       (2012 LZ1),2.556435683,0.590457079,26.11513908,264.5052772,14.29822443,26.21913836
       (2012 LK11),2.426974186,0.593814904,5.152920671,152.1960198,159.9466641,79.78145969
       (2012 MS4),2.264025399,0.720615243,67.67307982,265.8353826,257.590915,197.9284516
       (2012 MJ6),1.822570886,0.489775695,9.220132603,82.34175937,127.101543,183.9190823
       (2012 MZ6),2.141115534,0.712030435,1.357884722,317.1961323,225.0474076,19.56227217
